Description;Price;Full_Url;Item_Id;Json_Url
Молоко Петмол для Капучино ультрапастеризованное 3.2% 950мл;81,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/petmol-mol-ulp-3-2-tva-950ml--430755;430755;http://www.perekrestok.ru/product/430755/preview-html
Молоко Простоквашино ультрапастеризованное 2.5% 950мл;88,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prostokv-moloko-ster-2-5-950ml--309553;309553;http://www.perekrestok.ru/product/309553/preview-html
Молоко Село Зеленое Козье ультрапастеризованное 2.8-5.6% 487мл;135,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/selo-zel-moloko-koz-tsel-2-8-5-6-487ml--310365;310365;http://www.perekrestok.ru/product/310365/preview-html
Молоко Из Углича пастеризованное 3.2% 1кг;64,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/iz-uglicha-moloko-pitevoe-past-3-2-1l--452304;452304;http://www.perekrestok.ru/product/452304/preview-html
Молоко козье G-balance пастеризованное 3.5-4.8% 310мл;126,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/g-bal-mol-koz-ts-p-3-5-4-8310ml--396474;396474;http://www.perekrestok.ru/product/396474/preview-html
Молоко Сарафаново ультрапастеризованное 3.2% 970мл;77,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/saraf-mol-ulpast-det-3-2970ml--438831;438831;http://www.perekrestok.ru/product/438831/preview-html
Молоко ПРОСТО ультрапастеризованное 2.5% 970мл;46,8;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prst-moloko-pit-ultrap-2-5-970ml--306111;306111;http://www.perekrestok.ru/product/306111/preview-html
Молоко М Лианозовское ультрапастеризованное 3.2% 925мл;49,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/m-moloko-ster-3-2-950g--306293;306293;http://www.perekrestok.ru/product/306293/preview-html
Молоко Latter Безлактозное ультрапастеризованное 1.5% 1л;87,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/latter-mol-blakt-ulp-1000ml--524338;524338;http://www.perekrestok.ru/product/524338/preview-html
Молоко Братья Чебурашкины пастеризованное 3.6-4.6% 1л;135;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/brat-cheb-moloko-past-pit-tsel-3-6-4-6-1l--310462;310462;http://www.perekrestok.ru/product/310462/preview-html
Молоко детское Агуша с витаминами стерилизованное 3.2% 487мл;51,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/agusha-moloko-detskoe-3-2-500g--307007;307007;http://www.perekrestok.ru/product/307007/preview-html
Молоко Искренне Ваш пастеризованное 3.2% 930г;87,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/iskr-vash-mol-pit-past-3-2-930g--435160;435160;http://www.perekrestok.ru/product/435160/preview-html
Молоко Простоквашино ультрапастеризованное 3.2% 950мл;95,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prostokv-moloko-ulpast-3-2-950ml--308830;308830;http://www.perekrestok.ru/product/308830/preview-html
Молоко Асеньевская ферма пастеризованное 3.4-6% 900мл;85,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/asen-ferma-moloko-past-3-4-6-pet-900ml--306843;306843;http://www.perekrestok.ru/product/306843/preview-html
Молоко Свитлогорье ультрапастеризованное 3.2% 1л;83,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/cvitlog-moloko-pit-ulpast-3-2-1000l--306865;306865;http://www.perekrestok.ru/product/306865/preview-html
Молоко Маруся отборное пастеризованное 3.5-4.5% 930мл;67,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/moloko-otbornoe-3-5-4-5-930ml--433969;433969;http://www.perekrestok.ru/product/433969/preview-html
Молоко Маркет Зеленая линия Российское пастеризованное 3.2% 1л;50;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/z-lin-moloko-ross-past-3-2-1l--544676;544676;http://www.perekrestok.ru/product/544676/preview-html
Молоко Афанасий Живое пастеризованное 3.2% 900мл;75,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/afanasiy-moloko-pit-past-3-2-0-9l--310336;310336;http://www.perekrestok.ru/product/310336/preview-html
Молоко Экомилк пастеризованное 3.2% 1.5л;96,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/ekomilk-moloko-past-3-2-1500ml--435657;435657;http://www.perekrestok.ru/product/435657/preview-html
Молоко ВкусВилл 3.2-6% 900мл;59;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/bzmj-vkvimol-tsel-but3-5-6-0-9l--720832;720832;http://www.perekrestok.ru/product/720832/preview-html
Молоко Братья Чебурашкины пастеризованное безлактозное 3.6-4.6% 500мл;94,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/brat-cheburash-moloko-blakt-3-6-4-6-0-5l--316462;316462;http://www.perekrestok.ru/product/316462/preview-html
Молоко Искренне Ваш пастеризованное 3.4-6% 930г;79,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/is-v-molok-past-3-4-6-930g--435046;435046;http://www.perekrestok.ru/product/435046/preview-html
Молоко Рузское цельное пастеризованное 3.2-4% 1кг;145;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/ruz-mol-moloko-ruzskoe-tsel-3-2-4-1000g--307139;307139;http://www.perekrestok.ru/product/307139/preview-html
Молоко Домик в деревне ультрапастеризованное 3.5% 200мл;31,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/dom-v-der-moloko-3-5-tp-200g--306294;306294;http://www.perekrestok.ru/product/306294/preview-html
Молоко Правильное Молоко пастеризованное 3.2-4% 2л;161,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prav-mol-moloko-past-3-2-4-pet-2l--310201;310201;http://www.perekrestok.ru/product/310201/preview-html
Молоко фермерское коровье от Михаила Понарского пастеризованное 3.2-4% 1л;87,90  /кг;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/moloko-tsel-pit-past-3-2-4-1kg--468066;468066;http://www.perekrestok.ru/product/468066/preview-html
Молоко Правильное Молоко пастеризованное 3.2-4% 900мл;109,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prav-mol-moloko-past-3-2-4-pet-0-9l--310202;310202;http://www.perekrestok.ru/product/310202/preview-html
Молоко Село Зеленое ультрапастеризованное 1.5% 950мл;54,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/sel-zel-moloko-ulpast-1-5-950ml--317947;317947;http://www.perekrestok.ru/product/317947/preview-html
Молоко Parmalat Natura Premium Dietalat ультрапастеризованное 0.5% 1л;84,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/parmal-moloko-diet-pit-ulpast-vit0-51l--313671;313671;http://www.perekrestok.ru/product/313671/preview-html
Молоко Сарафаново Отборное пастеризованное 3.4-4% 930мл;68,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/sarafan-moloko-otb-past-det-3-4-4-930ml--330541;330541;http://www.perekrestok.ru/product/330541/preview-html
Молоко Valio ультрапастеризованное 0.05% 971мл;94,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/val-mol-pit-0-1kg--501741;501741;http://www.perekrestok.ru/product/501741/preview-html
Молоко Valio ультрапастеризованное 3.2% 973л;114,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/valio-moloko-uht-3-2-1kg--306332;306332;http://www.perekrestok.ru/product/306332/preview-html
Молоко Брест-Литовск ультрапастеризованное 3.6% 1л;79,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/sav-prod-moloko-brest-lit-ulpast3-6-1l--311124;311124;http://www.perekrestok.ru/product/311124/preview-html
Молоко Правильное Молоко пастеризованное 1.5% 900мл;95,9;https://www.perekrestok.ru/catalog/moloko-syr-yaytsa/moloko/prav-mol-moloko-past-1-5-pet-0-9l--310203;310203;http://www.perekrestok.ru/product/310203/preview-html
